-581.841,1801.72,2804.92,1402.46,-0,-290.92,-0,7.77708e-308
-589.881,1786.29,2800.41,1400.21,-420.738,-294.94,116.368,7.77708e-308
-595.18,1773.14,2797.69,1398.84,-420.4,-297.59,117.172,7.77708e-308
-600.585,1756.93,2794.51,1397.25,-420.151,-300.292,117.793,7.77708e-308
-604.286,1743.6,2792,1396,-419.907,-302.143,118.374,7.77708e-308
-607.603,1730.43,2789.01,1394.51,-419.686,-303.801,118.871,7.77708e-308
-611.179,1714.3,2786.06,1393.03,-419.463,-305.589,119.312,7.77708e-308
-613.696,1700.76,2784.39,1392.19,-419.241,-306.848,119.73,7.77708e-308
-617.058,1684.99,2782.53,1391.27,-419.044,-308.529,120.106,7.77708e-308
-620.045,1672.88,2781.09,1390.55,-418.859,-310.022,120.473,7.77708e-308
-624.848,1657.99,2779.1,1389.55,-418.689,-312.424,120.827,7.77708e-308
-629.546,1646.68,2777.42,1388.71,-418.523,-314.773,121.204,7.77708e-308
-635.501,1635.98,2775.29,1387.64,-418.364,-317.75,121.596,7.77708e-308
-644.594,1623.24,2772.27,1386.14,-418.205,-322.297,122.019,7.77708e-308
-653.258,1612.98,2768.83,1384.42,-418.036,-326.629,122.512,7.77708e-308
-665.328,1601.59,2763.49,1381.74,-417.855,-332.664,123.055,7.77708e-308
-677.536,1590.46,2758.62,1379.31,-417.647,-338.768,123.68,7.77708e-308
-693.961,1574.8,2751.61,1375.8,-417.42,-346.98,124.376,7.77708e-308
-708.768,1561.97,2745.07,1372.53,-417.16,-354.384,125.177,7.77708e-308
-728.729,1548.83,2736.05,1368.02,-416.876,-364.364,126.049,7.77708e-308
-746.762,1541.58,2726.49,1363.24,-416.553,-373.381,127.034,7.77708e-308
-769.094,1532.42,2714.11,1357.06,-416.192,-384.547,128.097,7.77708e-308
-787.3,1526.83,2702.76,1351.38,-415.779,-393.65,129.266,7.77708e-308
-809.419,1519.95,2686.45,1343.22,-415.329,-404.709,130.492,7.77708e-308
-827.549,1514.2,2671.91,1335.95,-414.814,-413.775,131.8,7.77708e-308
-844.932,1507.97,2655.6,1327.8,-414.252,-422.466,133.148,7.77708e-308
-866.131,1501.08,2632.02,1316.01,-413.64,-433.065,134.527,7.77708e-308
-886.24,1494.93,2605.46,1302.73,-412.943,-443.12,135.96,7.77708e-308
-903.978,1488.78,2575.08,1287.54,-412.153,-451.989,137.435,7.77708e-308
-914.474,1485.91,2555.21,1277.6,-411.26,-457.237,138.93,7.77708e-308
-927.023,1481.71,2526.99,1263.49,-410.327,-463.512,140.395,7.77708e-308
-940.223,1474.06,2488.04,1244.02,-409.318,-470.111,141.847,7.77708e-308
-949.853,1467.88,2454.33,1227.17,-408.19,-474.927,143.291,7.77708e-308
-957.977,1460.7,2418.3,1209.15,-406.976,-478.989,144.705,7.77708e-308
-966.505,1451.68,2370.04,1185.02,-405.219,-483.252,146.985,7.77708e-308
-971.964,1443.96,2328.35,1164.17,-403.263,-485.982,149.268,7.77708e-308
-976.212,1433.26,2273.92,1136.96,-401.129,-488.106,151.551,7.77708e-308
-978.703,1423.72,2227.61,1113.81,-398.763,-489.351,153.828,7.77708e-308
-979.376,1410.64,2167,1083.5,-396.198,-489.688,156.097,7.77708e-308
-979.339,1399.5,2115.56,1057.78,-393.37,-489.669,158.35,7.77708e-308
-978.476,1383.22,2048.59,1024.29,-390.323,-489.238,160.581,7.77708e-308
-975.261,1369.76,1992.88,996.442,-386.978,-487.63,162.792,7.77708e-308
-970.068,1352.17,1920.51,960.257,-383.389,-485.034,164.963,7.77708e-308
-963.413,1338.64,1859.87,929.934,-379.477,-481.707,167.084,7.77708e-308
-955.175,1323.06,1782.96,891.48,-375.299,-477.588,169.136,7.77708e-308
-947.122,1311.8,1718.54,859.272,-370.778,-473.561,171.11,7.77708e-308
-935.745,1299.61,1637.08,818.538,-365.975,-467.873,172.998,7.77708e-308
-926.358,1293.04,1572.73,786.363,-360.815,-463.179,174.763,7.77708e-308
-913.448,1286.71,1487.61,743.804,-355.378,-456.724,176.418,7.77708e-308
-902,1281.41,1419.35,709.675,-349.579,-451,177.922,7.77708e-308
-886.353,1276.37,1333.65,666.823,-343.491,-443.177,179.282,7.77708e-308
-872.812,1273.25,1265.05,632.524,-337.046,-436.406,180.448,7.77708e-308
-859.02,1272.13,1195.2,597.598,-330.319,-429.51,181.442,7.77708e-308
-840.409,1272.19,1108.66,554.329,-323.315,-420.204,182.232,7.77708e-308
-824.673,1273.81,1039.39,519.696,-315.961,-412.337,182.8,7.77708e-308
-803.736,1275.81,953.557,476.778,-308.349,-401.868,183.137,7.77708e-308
-782.539,1282.46,866.924,433.462,-300.398,-391.269,183.236,7.77708e-308
-764.879,1285.93,798.364,399.182,-292.127,-382.439,183.073,7.77708e-308
-746.214,1290.61,730.335,365.168,-283.611,-373.107,182.693,7.77708e-308
-727.281,1296.01,662.545,331.273,-274.86,-363.641,182.095,7.77708e-308
-707.133,1301.52,595.639,297.82,-265.908,-353.566,181.254,7.77708e-308
-687.033,1308.68,528.475,264.238,-256.772,-343.516,180.168,7.77708e-308
-665.927,1314.33,462.026,231.013,-247.469,-332.963,178.853,7.77708e-308
-638.611,1322.21,380.517,190.258,-237.955,-319.305,177.347,7.77708e-308
-616.934,1327.57,314.497,157.248,-228.198,-308.467,175.599,7.77708e-308
-593.8,1336.56,250.956,125.478,-218.318,-296.9,173.64,7.77708e-308
-570.265,1342.38,187.402,93.7009,-208.303,-285.132,171.482,7.77708e-308
-546.312,1348.98,124.78,62.39,-198.163,-273.156,169.132,7.77708e-308
-521.988,1355.35,63.068,31.534,-187.957,-260.994,166.585,7.77708e-308
-497.022,1361.88,2.04207,1.02103,-177.66,-248.511,163.858,7.77708e-308
-471.844,1367.84,-58.1874,-29.0937,-167.333,-235.922,160.954,7.77708e-308
-439.748,1375.3,-132.1,-66.0502,-156.943,-219.874,157.882,7.77708e-308
-413.29,1381.68,-189.688,-94.844,-146.493,-206.645,154.612,7.77708e-308
-387.448,1388.22,-246.544,-123.272,-136.015,-193.724,151.181,7.77708e-308
-360.885,1395.09,-302.295,-151.147,-125.582,1319.56,147.599,7.77708e-308
-327.844,1403.85,-370.108,-185.054,-115.15,1336.08,125.694,7.77708e-308
-301.325,1411.17,-422.88,-211.44,-104.738,1349.34,103.62,7.77708e-308
-274.912,1418.36,-474.264,-237.132,-94.3615,1362.54,81.4253,7.77708e-308
-243.437,1425.63,-536.986,-268.493,-84.1014,1378.28,59.1207,7.77708e-308
-218.487,1432.27,-585.298,-292.649,-73.849,1390.76,36.6741,7.77708e-308
-189.106,1441.65,-643.721,-321.86,-63.7473,1405.45,14.1453,7.77708e-308
-167.239,1449.86,-688.958,-344.479,-53.6725,1416.38,-8.50474,7.77708e-308
-142.105,1459.42,-743.948,-371.974,-43.779,1428.95,-31.209,7.77708e-308
-124.883,1468.22,-785.979,-392.989,-33.9459,1437.56,-53.9963,7.77708e-308
-106.701,1480.34,-836.92,-418.46,-24.3112,1446.65,-76.7931,7.77708e-308
-95.235,1491.23,-875.573,-437.786,-14.7568,1452.38,-99.618,7.77708e-308
-87.6277,1502.89,-912.703,-456.352,-5.34422,1456.19,-122.429,7.77708e-308
-81.8814,1519.67,-956.942,-478.471,3.84379,1459.06,-145.173,7.77708e-308
-82.2534,1534.4,-990.47,-495.235,12.918,1458.87,-167.857,7.77708e-308
-85.4655,1548.83,-1023.28,-511.639,21.7545,1457.27,-190.411,7.77708e-308
-94.9743,1571.5,-1060.1,-530.049,30.3463,1452.51,-212.817,7.77708e-308
